date,location,state,max_temperature,min_temperature,avg_temperature,temp_range,humidity,rainfall,wind_speed,risk_level
2023-08-29,Baramula,India,34.9,25.0,22.8,9.9,45.0,0.0,7.2,Low
2023-08-29,Kulgam,India,34.9,25.0,15.3,9.9,62.0,0.0,4.3,Low
2023-08-29,Shupiyan,India,34.9,25.0,15.3,9.9,62.0,0.0,4.3,Low
2023-08-29,Jammu,India,34.9,25.0,27.2,9.9,65.0,1.2,8.3,Low
2023-08-29,Leh,India,34.9,25.0,7.1,9.9,27.0,0.0,5.4,Low
2023-08-29,Srinagar,India,34.9,25.0,20.1,9.9,65.0,0.1,4.0,Low
2023-08-29,Doda,India,34.9,25.0,18.5,9.9,70.0,0.1,6.5,Low
2023-08-29,Pulwama,India,34.9,25.0,20.0,9.9,66.0,0.1,3.6,Low
2023-08-29,Ramban,India,34.9,25.0,21.5,9.9,73.0,0.1,3.6,Low
2023-08-29,Ganderbal,India,34.9,25.0,20.1,9.9,65.0,0.1,4.0,Low
2023-08-29,Udhampur,India,34.9,25.0,27.2,9.9,65.0,1.2,8.3,Low
2023-08-29,Badgam,India,34.9,25.0,20.1,9.9,65.0,0.1,4.0,Low
2023-08-29,Punch,India,34.9,25.0,32.4,9.9,49.0,0.1,17.3,Moderate
2023-08-29,Kupwara,India,34.9,25.0,17.8,9.9,66.0,0.5,3.6,Low
2023-08-29,Samba,India,34.9,25.0,27.2,9.9,65.0,1.2,9.4,Low
2023-08-29,Kathua,India,34.9,25.0,27.3,9.9,68.0,0.2,5.4,Low
2023-08-29,Kargil,India,34.9,25.0,14.2,9.9,22.0,0.0,5.8,Low
2023-08-29,Kishtwar,India,34.9,25.0,17.5,9.9,64.0,0.1,3.6,Low
2023-08-29,Daman,India,34.9,25.0,28.6,9.9,69.0,0.1,14.8,Low
2023-08-29,Diu,India,34.9,25.0,27.8,9.9,70.0,0.0,17.6,Moderate
2023-08-29,Bhavnagar,India,34.9,25.0,30.0,9.9,66.0,0.0,13.0,Low
2023-08-29,Udaipur,India,34.9,25.0,31.1,9.9,52.0,0.0,17.6,Moderate
2023-08-29,Vadodara,India,34.9,25.0,29.9,9.9,52.0,0.0,18.0,Moderate
2023-08-29,Kantha,India,34.9,25.0,31.0,9.9,66.0,0.0,15.1,Moderate
2023-08-29,Kantha,India,34.9,25.0,31.0,9.9,66.0,0.0,15.1,Moderate
2023-08-29,Surendranagar,India,34.9,25.0,31.5,9.9,44.0,0.0,20.2,Moderate
2023-08-29,Anand,India,34.9,25.0,30.3,9.9,52.0,0.0,16.6,Moderate
2023-08-29,Amreli,India,34.9,25.0,30.2,9.9,50.0,0.0,22.3,Moderate
2023-08-29,Dohad,India,34.9,25.0,27.3,9.9,63.0,0.0,20.9,Moderate
2023-08-29,Rajkot,India,34.9,25.0,29.0,9.9,75.0,0.0,15.1,Moderate
2023-08-29,Mahesana,India,34.9,25.0,29.6,9.9,54.0,0.0,16.9,Moderate
2023-08-29,Patan,India,34.9,25.0,28.0,9.9,61.0,0.0,19.8,Moderate
2023-08-29,Bharuch,India,34.9,25.0,29.7,9.9,56.0,0.0,16.6,Moderate
2023-08-29,Somnath,India,34.9,25.0,27.7,9.9,70.0,0.0,17.6,Moderate
2023-08-29,Junagadh,India,34.9,25.0,29.4,9.9,57.0,0.0,23.0,Moderate
2023-08-29,Dwarka,India,34.9,25.0,27.9,9.9,71.0,0.0,27.0,High
2023-08-29,Navsari,India,34.9,25.0,28.4,9.9,70.0,0.1,15.5,Moderate
2023-08-29,Surat,India,34.9,25.0,28.4,9.9,69.0,0.1,16.2,Moderate
2023-08-29,Jamnagar,India,34.9,25.0,29.2,9.9,59.0,0.0,26.3,High
2023-08-29,Porbandar,India,34.9,25.0,27.7,9.9,70.0,0.0,22.7,Moderate
2023-08-29,Valsad,India,34.9,25.0,28.6,9.9,69.0,0.1,14.8,Low
2023-08-29,Gandhinagar,India,34.9,25.0,30.0,9.9,70.0,0.0,24.1,Moderate
2023-08-29,Morbi,India,34.9,25.0,29.0,9.9,75.0,0.0,15.1,Moderate
2023-08-29,Kheda,India,34.9,25.0,30.0,9.9,70.0,0.0,24.1,Moderate
2023-08-29,Dadra,India,34.9,25.0,28.3,9.9,71.0,0.1,14.0,Low
2023-08-29,Krishna,India,34.9,25.0,33.0,9.9,63.0,0.2,13.0,Low
2023-08-29,East Godavari,India,34.9,25.0,33.8,9.9,44.0,0.0,15.5,Moderate
2023-08-29,Visakhapatnam,India,34.9,25.0,32.0,9.9,54.0,0.0,3.6,Low
2023-08-29,Nellore,India,34.9,25.0,35.3,9.9,40.0,0.1,24.8,Moderate
2023-08-29,Chittoor,India,34.9,25.0,32.2,9.9,48.0,0.0,16.9,Moderate
2023-08-29,Srikakulam,India,34.9,25.0,32.7,9.9,51.0,0.0,13.7,Low
2023-08-29,Kurnool,India,34.9,25.0,30.9,9.9,50.0,0.0,18.0,Moderate
2023-08-29,Guntur,India,34.9,25.0,33.0,9.9,63.0,0.0,13.0,Low
2023-08-29,Vizianagaram,India,34.9,25.0,33.3,9.9,46.0,0.0,5.4,Low
2023-08-29,Anantapur,India,34.9,25.0,31.0,9.9,45.0,0.0,18.0,Moderate
2023-08-29,West Godavari,India,34.9,25.0,33.0,9.9,63.0,0.0,13.0,Low
2023-08-29,Kadapa,India,34.9,25.0,32.0,9.9,49.0,0.0,25.9,High
2023-08-29,Jamtara,India,34.9,25.0,33.0,9.9,47.0,0.0,11.2,Low
2023-08-29,Saraikela,India,34.9,25.0,34.0,9.9,53.0,0.0,6.8,Low
2023-08-29,Simdega,India,34.9,25.0,32.0,9.9,67.0,0.0,6.8,Low
2023-08-29,Latehar,India,34.9,25.0,30.9,9.9,56.0,0.0,12.2,Low
2023-08-29,Khunti,India,34.9,25.0,30.0,9.9,62.0,0.0,16.9,Moderate
2023-08-29,Hazaribagh,India,34.9,25.0,28.9,9.9,54.0,0.1,10.1,Low
2023-08-29,Chatra,India,34.9,25.0,32.0,9.9,67.0,0.0,15.1,Moderate
2023-08-29,Kodarma,India,34.9,25.0,30.6,9.9,54.0,0.0,11.9,Low
2023-08-29,Giridih,India,34.9,25.0,31.3,9.9,52.0,0.0,10.8,Low
2023-08-29,Lohardaga,India,34.9,25.0,28.0,9.9,54.0,0.0,3.6,Low
2023-08-29,Sahibganj,India,34.9,25.0,32.2,9.9,56.0,0.0,9.7,Low
2023-08-29,Godda,India,34.9,25.0,32.9,9.9,52.0,0.0,10.4,Low
2023-08-29,Dhanbad,India,34.9,25.0,32.5,9.9,47.0,0.0,8.6,Low
2023-08-29,Dumka,India,34.9,25.0,32.8,9.9,51.0,0.0,10.8,Low
2023-08-29,Bokaro,India,34.9,25.0,31.6,9.9,51.0,0.0,9.0,Low
2023-08-29,Deoghar,India,34.9,25.0,31.5,9.9,52.0,0.0,10.8,Low
2023-08-29,Gumla,India,34.9,25.0,28.9,9.9,53.0,0.0,3.6,Low
2023-08-29,Ramgarh,India,34.9,25.0,30.0,9.9,62.0,0.0,16.9,Moderate
2023-08-29,Garhwa,India,34.9,25.0,28.0,9.9,64.0,0.0,14.8,Low
2023-08-29,Ranchi,India,34.9,25.0,30.0,9.9,62.0,0.0,16.9,Moderate
2023-08-29,Arwal,India,34.9,25.0,34.0,9.9,71.0,0.0,13.0,Low
2023-08-29,Bhagalpur,India,34.9,25.0,33.2,9.9,52.0,0.0,11.5,Low
2023-08-29,Purnia,India,34.9,25.0,32.6,9.9,55.0,0.0,7.6,Low
2023-08-29,Kishanganj,India,34.9,25.0,32.8,9.9,57.0,0.0,8.6,Low
2023-08-29,Gaya,India,34.9,25.0,32.0,9.9,67.0,0.0,15.1,Moderate
2023-08-29,Banka,India,34.9,25.0,32.9,9.9,52.0,0.0,10.4,Low
2023-08-29,Aurangabad,India,34.9,25.0,26.6,9.9,62.0,0.0,17.3,Moderate
2023-08-29,Nawada,India,34.9,25.0,33.2,9.9,50.0,0.0,13.3,Low
2023-08-29,Araria,India,34.9,25.0,32.1,9.9,60.0,0.0,4.7,Low
2023-08-29,Muzaffarpur,India,34.9,25.0,32.5,9.9,56.0,0.0,9.0,Low
2023-08-29,Saran,India,34.9,25.0,31.3,9.9,52.0,0.0,10.8,Low
2023-08-29,Sheikhpura,India,34.9,25.0,22.8,9.9,45.0,0.0,7.2,Low
2023-08-29,Saharsa,India,34.9,25.0,32.9,9.9,54.0,0.1,9.0,Low
2023-08-29,Gopalganj,India,34.9,25.0,31.9,9.9,59.0,0.6,10.4,Low
2023-08-29,Siwan,India,34.9,25.0,32.7,9.9,56.0,0.1,13.0,Low
2023-08-29,Sheohar,India,34.9,25.0,32.3,9.9,58.0,0.1,5.4,Low
2023-08-29,Buxar,India,34.9,25.0,32.5,9.9,53.0,0.0,15.5,Moderate
2023-08-29,Madhubani,India,34.9,25.0,32.4,9.9,54.0,0.4,7.9,Low
2023-08-29,Supaul,India,34.9,25.0,32.9,9.9,54.0,0.1,9.0,Low
2023-08-29,Patna,India,34.9,25.0,34.0,9.9,71.0,0.0,13.0,Low
2023-08-29,Bhojpur,India,34.9,25.0,32.0,9.9,67.0,0.0,6.8,Low
2023-08-29,Darbhanga,India,34.9,25.0,32.4,9.9,56.0,0.2,8.6,Low
2023-08-29,Samastipur,India,34.9,25.0,32.8,9.9,54.0,0.0,10.8,Low
2023-08-29,Bhabua,India,34.9,25.0,32.2,9.9,52.0,0.0,15.1,Moderate
2023-08-29,Khagaria,India,34.9,25.0,32.9,9.9,52.0,0.0,11.9,Low
2023-08-29,Munger,India,34.9,25.0,33.1,9.9,52.0,0.0,11.9,Low
2023-08-29,Sitamarhi,India,34.9,25.0,32.3,9.9,58.0,0.1,5.4,Low
2023-08-29,Lakhisarai,India,34.9,25.0,33.2,9.9,52.0,0.0,12.2,Low
2023-08-29,Jamui,India,34.9,25.0,32.5,9.9,53.0,0.0,13.0,Low
2023-08-29,Begusarai,India,34.9,25.0,33.2,9.9,52.0,0.0,12.2,Low
2023-08-29,Katihar,India,34.9,25.0,33.0,9.9,54.0,0.0,8.6,Low
2023-08-29,Gurgaon,India,34.9,25.0,31.0,9.9,63.0,0.0,11.2,Low
2023-08-29,Yamunanagar,India,34.9,25.0,30.5,9.9,62.0,0.0,6.5,Low
2023-08-29,Palwal,India,34.9,25.0,33.0,9.9,46.0,0.0,13.7,Low
2023-08-29,Jhajjar,India,34.9,25.0,31.0,9.9,63.0,0.0,11.2,Low
2023-08-29,Bhiwani,India,34.9,25.0,34.0,9.9,42.0,0.0,14.8,Low
2023-08-29,Kaithal,India,34.9,25.0,33.7,9.9,45.0,0.0,11.9,Low
2023-08-29,Sonipat,India,34.9,25.0,31.0,9.9,63.0,0.0,11.2,Low
2023-08-29,Karnal,India,34.9,25.0,32.5,9.9,52.0,0.0,10.8,Low
2023-08-29,Jind,India,34.9,25.0,34.3,9.9,41.0,0.0,13.7,Low
2023-08-29,Panipat,India,34.9,25.0,33.1,9.9,47.0,0.0,14.4,Low
2023-08-29,Mahendragarh,India,34.9,25.0,33.2,9.9,43.0,0.0,13.3,Low
2023-08-29,Fatehabad,India,34.9,25.0,35.1,9.9,39.0,0.0,14.0,Low
2023-08-29,Faridabad,India,34.9,25.0,31.0,9.9,63.0,0.0,11.2,Low
2023-08-29,Sirsa,India,34.9,25.0,35.1,9.9,39.0,0.0,15.5,Moderate
2023-08-29,Hisar,India,34.9,25.0,34.7,9.9,40.0,0.0,16.2,Moderate
2023-08-29,Rewari,India,34.9,25.0,33.1,9.9,44.0,0.0,13.3,Low
2023-08-29,Rohtak,India,34.9,25.0,33.9,9.9,42.0,0.0,13.7,Low
2023-08-29,Ambala,India,34.9,25.0,31.5,9.9,56.0,0.0,9.0,Low
2023-08-29,Chandigarh,India,34.9,25.0,30.1,9.9,56.0,0.0,8.6,Low
2023-08-29,Goa,India,34.9,25.0,27.4,9.9,73.0,0.1,3.6,Low
2023-08-29,Goa,India,34.9,25.0,27.4,9.9,73.0,0.1,3.6,Low
2023-08-29,Arong,India,34.9,25.0,27.8,9.9,80.0,0.3,36.7,High
2023-08-29,Siang,India,34.9,25.0,29.0,9.9,54.0,0.0,6.1,Low
2023-08-29,Upper Tirupati,India,34.9,25.0,32.0,9.9,53.0,0.0,17.6,Moderate
2023-08-29,Siang,India,34.9,25.0,29.0,9.9,54.0,0.0,6.1,Low
2023-08-29,Siang,India,34.9,25.0,29.0,9.9,54.0,0.0,6.1,Low
2023-08-29,Tawang,India,34.9,25.0,12.0,9.9,72.0,0.1,10.8,Low
2023-08-29,Goalpara,India,34.9,25.0,30.9,9.9,69.0,0.1,3.6,Low
2023-08-29,Nalbari,India,34.9,25.0,30.0,9.9,79.0,0.0,15.1,Moderate
2023-08-29,Dhubri,India,34.9,25.0,31.8,9.9,63.0,0.1,4.0,Low
2023-08-29,Karimganj,India,34.9,25.0,32.0,9.9,66.0,0.0,3.6,Low
2023-08-29,Tinsukia,India,34.9,25.0,30.0,9.9,75.0,0.6,6.1,Low
2023-08-29,Hailakandi,India,34.9,25.0,28.9,9.9,75.0,0.1,3.6,Low
2023-08-29,Dhemaji,India,34.9,25.0,30.0,9.9,75.0,0.3,6.1,Low
2023-08-29,Lakhimpur,India,34.9,25.0,31.9,9.9,56.0,0.4,7.2,Low
2023-08-29,Bongaigaon,India,34.9,25.0,30.9,9.9,69.0,0.1,3.6,Low
2023-08-29,Baksa Duar,India,34.9,25.0,24.4,9.9,73.0,0.0,6.8,Low
2023-08-29,Nagaon,India,34.9,25.0,28.7,9.9,72.0,0.0,3.6,Low
2023-08-29,Darrang,India,34.9,25.0,28.8,9.9,78.0,0.2,5.8,Moderate
2023-08-29,Dibrugarh,India,34.9,25.0,30.0,9.9,75.0,0.3,6.1,Low
2023-08-29,Barpeta,India,34.9,25.0,30.9,9.9,69.0,0.1,3.6,Low
2023-08-29,Udalguri,India,34.9,25.0,29.2,9.9,74.0,0.1,7.9,Low
2023-08-29,Golaghat,India,34.9,25.0,29.0,9.9,75.0,0.1,4.0,Low
2023-08-29,Kokrajhar,India,34.9,25.0,30.9,9.9,69.0,0.1,3.6,Low
2023-08-29,Jorhat,India,34.9,25.0,30.0,9.9,84.0,0.0,6.1,Moderate
2023-08-29,Yanam,India,34.9,25.0,33.8,9.9,44.0,0.0,15.5,Moderate
2023-08-29,Karaikal,India,34.9,25.0,30.2,9.9,66.0,0.3,15.1,Moderate
2023-08-29,Puducherry,India,34.9,25.0,30.9,9.9,61.0,0.0,11.9,Low
2023-08-29,Mahe,India,34.9,25.0,29.9,9.9,64.0,0.0,12.6,Low
2023-08-29,Lunglei,India,34.9,25.0,32.4,9.9,54.0,0.0,5.4,Low
2023-08-29,Lawngtlai,India,34.9,25.0,31.9,9.9,57.0,0.0,5.4,Low
2023-08-29,Saiha,India,34.9,25.0,31.9,9.9,57.0,0.0,5.4,Low
2023-08-29,Serchhip,India,34.9,25.0,32.4,9.9,54.0,0.0,5.4,Low
2023-08-29,Aizawl,India,34.9,25.0,28.3,9.9,55.0,0.0,4.3,Low
2023-08-29,Mamit,India,34.9,25.0,28.3,9.9,55.0,0.0,4.3,Low
2023-08-29,Chandel,India,34.9,25.0,27.7,9.9,72.0,0.0,4.0,Low
2023-08-29,Tamenglong,India,34.9,25.0,29.0,9.9,79.0,0.0,6.1,Moderate
2023-08-29,Ukhrul,India,34.9,25.0,23.7,9.9,59.0,0.0,3.6,Low
2023-08-29,Bishnupur,India,34.9,25.0,34.0,9.9,60.0,0.0,11.2,Low
2023-08-29,Churachandpur,India,34.9,25.0,29.0,9.9,79.0,0.0,6.1,Moderate
2023-08-29,Thoubal,India,34.9,25.0,29.0,9.9,79.0,0.0,6.1,Moderate
2023-08-29,Imphal,India,34.9,25.0,29.0,9.9,79.0,0.0,6.1,Moderate
2023-08-29,Kangpokpi,India,34.9,25.0,29.0,9.9,79.0,0.0,6.1,Moderate
2023-08-29,Imphal,India,34.9,25.0,29.0,9.9,79.0,0.0,6.1,Moderate
2023-08-29,Mon,India,34.9,25.0,29.2,9.9,73.0,0.1,6.1,Low
2023-08-29,Tuensang,India,34.9,25.0,27.0,9.9,74.0,0.2,5.0,Low
2023-08-29,Mokokchung,India,34.9,25.0,27.0,9.9,74.0,0.2,5.0,Low
2023-08-29,Phek,India,34.9,25.0,26.7,9.9,57.0,0.0,3.6,Low
2023-08-29,Kohima,India,34.9,25.0,29.6,9.9,75.0,0.1,3.6,Low
2023-08-29,Wokha,India,34.9,25.0,24.6,9.9,67.0,0.1,5.0,Low
2023-08-29,Zunheboto,India,34.9,25.0,23.8,9.9,61.0,0.0,3.6,Low
2023-08-29,Dimapur,India,34.9,25.0,29.6,9.9,75.0,0.1,3.6,Low
2023-08-29,Khowai,India,34.9,25.0,33.0,9.9,67.0,0.0,6.1,Low
2023-08-29,Dharmanagar,India,34.9,25.0,31.4,9.9,66.0,0.0,3.6,Low
2023-08-29,Dhalai,India,34.9,25.0,30.4,9.9,75.0,0.1,3.6,Low
2023-08-29,Dharmanagar,India,34.9,25.0,31.4,9.9,66.0,0.0,3.6,Low
2023-08-29,Dharmanagar,India,34.9,25.0,31.4,9.9,66.0,0.0,3.6,Low
2023-08-29,Nandi Hills,India,34.9,25.0,26.0,9.9,58.0,0.0,19.1,Moderate
2023-08-29,Nandi Hills,India,34.9,25.0,26.0,9.9,58.0,0.0,19.1,Moderate
2023-08-29,Bastar,India,34.9,25.0,28.4,9.9,58.0,0.0,9.7,Low
2023-08-29,Mungeli,India,34.9,25.0,30.5,9.9,52.0,0.0,9.4,Low
2023-08-29,Gariaband,India,34.9,25.0,29.8,9.9,55.0,0.0,10.8,Low
2023-08-29,Sukma,India,34.9,25.0,30.8,9.9,61.0,0.0,3.6,Low
2023-08-29,Kanker,India,34.9,25.0,29.5,9.9,58.0,0.0,12.2,Low
2023-08-29,Bastar,India,34.9,25.0,28.4,9.9,58.0,0.0,9.7,Low
2023-08-29,Surguja,India,34.9,25.0,28.7,9.9,58.0,0.0,9.4,Low
2023-08-29,Balrampur,India,34.9,25.0,32.1,9.9,58.0,0.1,3.6,Low
2023-08-29,Kondagaon,India,34.9,25.0,28.4,9.9,56.0,0.0,12.2,Low
2023-08-29,Narayanpur,India,34.9,25.0,30.4,9.9,56.0,0.0,20.9,Moderate
2023-08-29,Durg,India,34.9,25.0,30.3,9.9,53.0,0.0,10.1,Low
2023-08-29,Surajpur,India,34.9,25.0,30.1,9.9,56.0,0.0,9.0,Low
2023-08-29,Bijapur,India,34.9,25.0,28.7,9.9,48.0,0.0,20.5,Moderate
2023-08-29,Raipur,India,34.9,25.0,30.2,9.9,54.0,0.0,10.4,Low
2023-08-29,Baloda Bazar,India,34.9,25.0,30.5,9.9,54.0,0.0,10.4,Low
2023-08-29,Balod,India,34.9,25.0,29.5,9.9,58.0,0.0,12.2,Low
2023-08-29,Dhamtari,India,34.9,25.0,29.5,9.9,58.0,0.0,12.2,Low
2023-08-29,Korba,India,34.9,25.0,30.7,9.9,53.0,0.0,7.9,Low
2023-08-29,Raigarh,India,34.9,25.0,30.6,9.9,54.0,0.0,9.4,Low
2023-08-29,Jashpur,India,34.9,25.0,28.9,9.9,53.0,0.0,3.6,Low
2023-08-29,Mahasamund,India,34.9,25.0,30.2,9.9,54.0,0.0,10.4,Low
2023-08-29,Janjgir,India,34.9,25.0,30.5,9.9,54.0,0.0,10.4,Low
2023-08-29,Dehradun,India,34.9,25.0,28.6,9.9,58.0,0.0,6.1,Low
2023-08-29,Almora,India,34.9,25.0,26.3,9.9,59.0,0.0,6.1,Low
2023-08-29,Champawat,India,34.9,25.0,27.9,9.9,63.0,0.1,3.6,Low
2023-08-29,Uttarkashi,India,34.9,25.0,4.0,9.9,48.0,0.0,13.0,Low
2023-08-29,Garhwal,India,34.9,25.0,30.5,9.9,63.0,0.0,7.9,Low
2023-08-29,Hardwar,India,34.9,25.0,30.5,9.9,60.0,0.0,5.8,Low
2023-08-29,Rudraprayag,India,34.9,25.0,26.1,9.9,64.0,0.0,4.0,Low
2023-08-29,Tehri-Garhwal,India,34.9,25.0,23.5,9.9,60.0,0.0,6.8,Low
2023-08-29,Bageshwar,India,34.9,25.0,15.2,9.9,63.0,0.0,13.3,Low
2023-08-29,Pithoragarh,India,34.9,25.0,27.9,9.9,63.0,0.1,3.6,Low
2023-08-29,Chamoli,India,34.9,25.0,13.4,9.9,65.0,0.1,10.8,Low
2023-08-29,Nagar,India,34.9,25.0,28.8,9.9,58.0,0.0,10.8,Low
2023-08-29,Kannur,India,34.9,25.0,29.6,9.9,66.0,0.0,14.0,Low
2023-08-29,Pathanamthitta,India,34.9,25.0,32.8,9.9,50.0,0.0,5.4,Low
2023-08-29,Alappuzha,India,34.9,25.0,28.3,9.9,71.0,0.0,6.1,Low
2023-08-29,Ernakulam,India,34.9,25.0,31.0,9.9,63.0,0.0,11.2,Low
2023-08-29,Kollam,India,34.9,25.0,28.6,9.9,69.0,0.0,3.6,Low
2023-08-29,Kasaragod,India,34.9,25.0,29.0,9.9,75.0,0.1,11.2,Low
2023-08-29,Idukki,India,34.9,25.0,29.7,9.9,53.0,0.0,8.6,Low
2023-08-29,Kozhikode,India,34.9,25.0,29.0,9.9,62.0,0.0,15.1,Moderate
2023-08-29,Kottayam,India,34.9,25.0,32.3,9.9,52.0,0.0,6.1,Low
2023-08-29,Thrissur,India,34.9,25.0,31.0,9.9,63.0,0.0,11.2,Low
2023-08-29,Palakkad,India,34.9,25.0,31.0,9.9,52.0,0.0,6.8,Low
2023-08-29,Thiruvananthapuram,India,34.9,25.0,30.0,9.9,75.0,0.1,9.0,Low
2023-08-29,Malappuram,India,34.9,25.0,29.0,9.9,62.0,0.0,15.1,Moderate
2023-08-29,Kavaratti,India,34.9,25.0,27.6,9.9,79.0,0.0,19.8,Moderate
2023-08-29,Puri District,India,34.9,25.0,32.0,9.9,63.0,0.0,16.9,Moderate
2023-08-29,Puri District,India,34.9,25.0,32.0,9.9,63.0,0.0,16.9,Moderate
2023-08-29,Puri District,India,34.9,25.0,32.0,9.9,63.0,0.0,16.9,Moderate
